      date,       T,       P,      Ep,       I,      Ea,    Dsum
2001-07-19,  15.800,   0.000,   2.626,   0.000,   2.346,   0.000
2001-07-20,  15.900,  21.000,   2.727,   0.000,   2.727,   5.000
2001-07-21,  15.900,   9.900,   3.707,   0.000,   3.707,   0.000
2001-07-22,  17.000,   0.800,   2.768,   0.000,   2.768,   0.000
2001-07-23,  17.000,   0.000,   4.476,   0.000,   4.476,   0.000
2001-07-24,  17.800,   0.000,   2.511,   0.000,   2.511,   0.000
2001-07-25,  17.500,   0.000,   4.498,   0.000,   4.498,   0.000
2001-07-26,  16.800,   0.000,   4.966,   0.000,   4.737,   0.000
2001-07-27,  17.700,   0.000,   4.815,   0.000,   3.880,   0.000
2001-07-28,  18.400,   0.000,   4.737,   0.000,   3.180,   0.000
2001-07-29,  18.100,   0.000,   4.330,   0.000,   2.444,   0.000
2001-07-30,  17.700,   0.000,   3.958,   0.000,   1.923,   0.000
2001-07-31,  14.900,   0.200,   2.087,   0.000,   1.028,   0.000
2001-08-01,  14.700,   0.200,   3.326,   0.000,   1.245,   0.000
2001-08-02,  17.000,   0.000,   3.009,   0.000,   0.914,   0.000
2001-08-03,  17.200,   0.700,   0.792,   0.000,   0.687,   0.000
2001-08-04,  15.800,   7.200,   2.122,   0.000,   2.122,   0.000
2001-08-05,  13.600,  14.300,   1.692,   0.000,   1.692,   2.026
2001-08-06,  14.000,   4.400,   2.312,   0.000,   2.312,   0.000
2001-08-07,  14.700,   9.300,   3.964,   0.000,   3.964,   0.000
2001-08-08,  15.700,   4.100,   2.628,   0.000,   2.628,   0.000
2001-08-09,  14.800,  12.000,   2.469,   0.000,   2.469,   0.825
2001-08-10,  14.000,   3.300,   3.210,   0.000,   3.210,   0.000
2001-08-11,  14.300,   0.400,   3.085,   0.000,   3.055,   0.000
2001-08-12,  16.300,  14.500,   1.197,   0.000,   1.197,   0.887
2001-08-13,  16.800,   2.100,   1.667,   0.000,   1.667,   0.516
2001-08-14,  19.400,   0.500,   2.692,   0.000,   2.675,   0.103
2001-08-15,  22.000,   0.000,   3.542,   0.000,   3.299,   0.021
2001-08-16,  20.300,   0.000,   2.286,   0.000,   2.089,   0.004
2001-08-17,  16.900,   1.100,   3.030,   0.000,   3.029,   0.001
2001-08-18,  15.900,   0.000,   2.830,   0.000,   2.804,   0.000
2001-08-19,  17.500,   0.000,   1.247,   0.000,   1.233,   0.000
2001-08-20,  17.800,   2.100,   2.005,   0.000,   2.004,   0.000
2001-08-21,  16.200,   0.000,   2.723,   0.000,   2.642,   0.000
2001-08-22,  18.000,   0.000,   2.167,   0.000,   2.037,   0.000
2001-08-23,  19.300,   0.000,   1.981,   0.000,   1.820,   0.000
2001-08-24,  20.100,   0.000,   2.618,   0.000,   1.804,   0.000
2001-08-25,  20.500,   1.200,   2.173,   0.000,   1.628,   0.000
2001-08-26,  18.300,   1.300,   1.282,   0.000,   1.276,   0.000
2001-08-27,  14.700,  11.100,   2.371,   0.000,   2.371,   0.000
2001-08-28,  14.000,   0.000,   1.604,   0.000,   1.538,   0.000
2001-08-29,  14.500,   0.000,   1.693,   0.000,   1.617,   0.000
2001-08-30,  15.400,   0.000,   1.919,   0.000,   1.824,   0.000
2001-08-31,  16.100,   0.000,   0.773,   0.000,   0.696,   0.000
2001-09-01,  14.800,   2.000,   1.760,   0.000,   1.760,   0.000
2001-09-02,  14.500,   2.200,   0.604,   0.000,   0.604,   0.000
2001-09-03,  14.600,   7.200,   1.205,   0.000,   1.205,   0.000
2001-09-04,  14.100,   4.200,   1.863,   0.000,   1.853,   0.000
2001-09-05,  14.500,   1.200,   1.674,   0.000,   1.673,   0.000
2001-09-06,  13.200,   1.300,   1.181,   0.000,   1.181,   0.000
2001-09-07,  12.200,  10.400,   1.424,   0.000,   1.424,   0.000
2001-09-08,  10.700,   8.900,   1.537,   0.000,   1.534,   1.167
2001-09-09,  12.200,  10.200,   0.774,   0.000,   0.774,   4.105
2001-09-10,  13.700,   2.600,   1.287,   0.000,   1.287,   2.223
2001-09-11,  10.900,   2.300,   0.650,   0.000,   0.650,   1.616
2001-09-12,  11.800,   4.900,   1.610,   0.000,   1.578,   2.838
2001-09-13,  12.300,  13.500,   0.408,   0.000,   0.408,   9.098
2001-09-14,  12.300,  11.000,   1.105,   0.000,   1.105,   9.959
2001-09-15,  11.800,   0.400,   0.666,   0.000,   0.666,   3.579
2001-09-16,  10.900,   7.400,   1.147,   0.000,   1.147,   5.078
2001-09-17,  13.400,   2.200,   0.597,   0.000,   0.597,   2.799
2001-09-18,  14.100,  14.400,   0.388,   0.000,   0.388,   9.710
2001-09-19,  13.100,  10.900,   1.044,   0.000,   1.044,  10.168
2001-09-20,  13.000,   0.400,   1.231,   0.000,   1.231,   3.446
2001-09-21,  11.800,   0.000,   0.529,   0.000,   0.467,   0.987
2001-09-22,  11.900,   5.600,   0.634,   0.000,   0.634,   2.971
2001-09-23,  12.300,   2.600,   0.931,   0.000,   0.931,   2.295
2001-09-24,  11.000,   1.300,   0.428,   0.000,   0.428,   1.247
2001-09-25,  10.100,   0.500,   0.407,   0.000,   0.407,   0.489
2001-09-26,  11.000,   1.000,   0.609,   0.000,   0.609,   0.465
2001-09-27,  11.200,   0.200,   0.601,   0.000,   0.601,   0.130
2001-09-28,  10.700,   0.000,   1.021,   0.000,   0.967,   0.040
2001-09-29,  11.800,   5.600,   0.243,   0.000,   0.243,   2.460
2001-09-30,  12.600,   2.800,   0.236,   0.000,   0.236,   2.597
2001-10-01,  14.300,   7.700,   0.824,   0.000,   0.824,   5.358
2001-10-02,  14.700,  13.600,   0.685,   0.000,   0.685,  10.058
2001-10-03,  13.900,   1.700,   0.896,   0.000,   0.896,   4.472
2001-10-04,  12.600,   2.600,   0.812,   0.000,   0.812,   2.686
2001-10-05,  12.100,   3.900,   0.805,   0.000,   0.805,   2.904
2001-10-06,  12.900,   0.100,   1.090,   0.000,   1.090,   0.922
2001-10-07,  13.900,   6.000,   0.696,   0.000,   0.696,   3.150
2001-10-08,  13.200,   2.400,   0.712,   0.000,   0.712,   2.295
2001-10-09,  12.400,   8.800,   0.399,   0.000,   0.399,   5.996
2001-10-10,  12.600,  16.300,   0.464,   0.000,   0.464,  12.223
2001-10-11,  12.900,  14.100,   0.680,   0.000,   0.680,  13.173
2001-10-12,  14.300,   0.000,   0.282,   0.000,   0.282,   4.939
2001-10-13,  13.500,   0.100,   0.722,   0.000,   0.722,   1.498
2001-10-14,  13.700,   0.400,   0.448,   0.000,   0.448,   0.480
2001-10-15,  15.100,   0.700,   0.650,   0.000,   0.650,   0.162
2001-10-16,  13.100,   0.300,   0.587,   0.000,   0.587,   0.058
2001-10-17,   9.000,   0.600,   0.614,   0.000,   0.614,   0.021
2001-10-18,  10.600,   0.000,   0.523,   0.000,   0.523,   0.008
2001-10-19,  12.000,   0.000,   0.419,   0.000,   0.419,   0.003
2001-10-20,  11.900,   0.000,   0.751,   0.000,   0.751,   0.001
2001-10-21,  10.600,   0.000,   0.298,   0.000,   0.298,   0.000
2001-10-22,   9.600,   0.000,   0.644,   0.000,   0.644,   0.000
2001-10-23,   9.600,   0.000,   0.391,   0.000,   0.391,   0.000
2001-10-24,   8.500,   0.000,   0.131,   0.000,   0.131,   0.000
2001-10-25,  10.200,   2.100,   0.315,   0.000,   0.315,   0.000
2001-10-26,  12.700,   0.200,   0.258,   0.000,   0.258,   0.000
2001-10-27,  12.000,   4.100,   0.525,   0.000,   0.525,   0.570
2001-10-28,  10.800,   2.500,   0.528,   0.000,   0.528,   1.443
2001-10-29,  10.700,   9.000,   0.200,   0.000,   0.200,   5.941
2001-10-30,  12.900,  10.100,   0.283,   0.000,   0.283,   8.499
2001-10-31,  11.000,   4.800,   0.412,   0.000,   0.412,   6.016
2001-11-01,   7.700,   6.400,   0.518,   0.000,   0.518,   6.082
2001-11-02,  10.400,   0.500,   0.159,   0.000,   0.159,   2.513
2001-11-03,  10.500,   0.000,   0.194,   0.000,   0.194,   0.892
2001-11-04,   8.900,   1.000,   0.306,   0.000,   0.306,   0.671
2001-11-05,   5.500,  11.100,   0.425,   0.000,   0.425,   6.844
2001-11-06,   7.200,  13.700,   0.208,   0.000,   0.208,  10.994
2001-11-07,   5.000,   6.700,   0.263,   0.000,   0.263,   8.262
2001-11-08,   1.900,  11.900,   0.315,   0.000,   0.315,  10.271
2001-11-09,   1.300,   1.900,   0.369,   0.000,   0.369,   4.932
2001-11-10,   5.800,   0.600,   0.159,   0.000,   0.159,   2.051
2001-11-11,   9.000,   2.700,   0.264,   0.000,   0.264,   2.262
2001-11-12,   5.600,   1.500,   0.129,   0.000,   0.129,   1.697
2001-11-13,   2.200,   3.700,   0.302,   0.000,   0.302,   2.765
2001-11-14,   0.800,   0.100,   0.311,   0.000,   0.311,   0.999
2001-11-15,   7.100,   0.100,   0.093,   0.000,   0.093,   0.356
2001-11-16,   7.100,   1.200,   0.332,   0.000,   0.332,   0.624
2001-11-17,   8.600,   0.600,   0.282,   0.000,   0.282,   0.432
2001-11-18,   7.900,   0.000,   0.149,   0.000,   0.149,   0.154
2001-11-19,   4.800,   0.000,   0.329,   0.000,   0.329,   0.055
2001-11-20,   2.900,   0.000,   0.154,   0.000,   0.154,   0.020
2001-11-21,   9.200,   1.800,   0.088,   0.000,   0.088,   0.648
2001-11-22,   3.900,   9.500,   0.178,   0.000,   0.178,   6.010
2001-11-23,   0.700,   3.800,   0.268,   0.000,   0.268,   4.583
2001-11-24,   2.600,   0.500,   0.108,   0.000,   0.108,   1.955
2001-11-25,   8.000,   2.300,   0.064,   0.000,   0.064,   2.080
2001-11-26,   5.000,   9.400,   0.243,   0.000,   0.243,   6.467
2001-11-27,   2.000,   0.100,   0.167,   0.000,   0.167,   2.517
2001-11-28,   2.800,   4.100,   0.190,   0.000,   0.190,   3.301
2001-11-29,   3.900,   3.800,   0.065,   0.000,   0.065,   3.559
2001-11-30,   4.700,   2.500,   0.048,   0.000,   0.048,   2.879
2001-12-01,   4.900,   0.200,   0.039,   0.000,   0.039,   1.195
2001-12-02,   4.400,   9.400,   0.229,   0.000,   0.229,   6.109
2001-12-03,   3.300,   0.200,   0.055,   0.000,   0.055,   2.486
2001-12-04,   2.000,   2.500,   0.027,   0.000,   0.027,   2.417
2001-12-05,   5.200,   8.600,   0.137,   0.000,   0.137,   6.155
2001-12-06,   2.300,   0.000,   0.187,   0.000,   0.187,   2.373
2001-12-07,  -0.400,   0.000,   0.136,   0.000,   0.136,   0.840
2001-12-08,   1.400,   0.000,   0.078,   0.000,   0.078,   0.300
2001-12-09,   4.400,   2.700,   0.067,   0.000,   0.067,   1.537
2001-12-10,   6.000,   0.500,   0.091,   0.000,   0.091,   0.867
2001-12-11,   1.100,   0.000,   0.162,   0.000,   0.162,   0.306
2001-12-12,   1.100,   0.000,   0.076,   0.000,   0.076,   0.109
2001-12-13,   1.500,   0.500,   0.070,   0.000,   0.070,   0.171
2001-12-14,   1.600,   0.000,   0.052,   0.000,   0.052,   0.061
2001-12-15,   0.100,   0.100,   0.147,   0.000,   0.147,   0.022
2001-12-16,  -0.300,   0.000,   0.201,   0.000,   0.201,   0.008
2001-12-17,   1.600,   0.000,   0.173,   0.000,   0.173,   0.003
2001-12-18,   2.300,   0.300,   0.187,   0.000,   0.187,   0.001
2001-12-19,   3.600,   0.600,   0.083,   0.000,   0.083,   0.111
2001-12-20,  -0.700,   2.900,   0.087,   0.000,   0.087,   0.044
2001-12-21,   1.800,  11.200,   0.078,   0.000,   0.078,   8.569
2001-12-22,  -4.900,   2.700,   0.080,   0.000,   0.080,   3.427
2001-12-23,  -1.300,   0.100,   0.070,   0.000,   0.070,   1.238
2001-12-24,   4.000,   8.800,   0.094,   0.000,   0.094,   7.430
2001-12-25,   1.600,   8.700,   0.112,   0.000,   0.112,   8.257
2001-12-26,  -0.500,   5.600,   0.112,   0.000,   0.112,   3.188
2001-12-27,  -1.500,   3.400,   0.046,   0.000,   0.046,   1.148
2001-12-28,  -4.000,   7.300,   0.034,   0.000,   0.034,   0.411
2001-12-29,  -3.000,   9.100,   0.073,   0.000,   0.073,   0.148
2001-12-30,  -7.400,   0.000,   0.077,   0.000,   0.077,   0.054
2001-12-31,  -8.100,   0.100,   0.108,   0.000,   0.108,   0.020
2002-01-01,   2.300,   1.900,   0.098,   0.000,   0.098,   3.988
2002-01-02,  -0.400,   0.400,   0.169,   0.000,   0.169,   1.595
2002-01-03,  -4.900,   0.000,   0.186,   0.000,   0.186,   0.576
2002-01-04,  -5.800,   0.000,   0.223,   0.000,   0.223,   0.206
2002-01-05,  -1.800,   0.000,   0.098,   0.000,   0.098,   0.074
2002-01-06,   4.400,   1.500,   0.124,   0.000,   0.124,   6.365
2002-01-07,   3.100,   0.000,   0.082,   0.000,   0.082,   6.360
2002-01-08,   4.500,   0.000,   0.086,   0.000,   0.086,   5.387
2002-01-09,   3.000,   0.000,   0.036,   0.000,   0.036,   2.046
2002-01-10,   2.700,   0.900,   0.063,   0.000,   0.063,   1.250
2002-01-11,  -0.800,   0.000,   0.040,   0.000,   0.040,   0.459
2002-01-12,   1.800,   1.100,   0.105,   0.000,   0.105,   0.771
2002-01-13,   2.600,   0.400,   0.153,   0.000,   0.153,   0.462
2002-01-14,   2.000,   0.000,   0.052,   0.000,   0.052,   0.164
2002-01-15,   2.600,   0.600,   0.027,   0.000,   0.027,   0.367
2002-01-16,   3.600,  10.700,   0.111,   0.000,   0.111,   6.674
2002-01-17,   5.300,   1.400,   0.050,   0.000,   0.050,   3.485
2002-01-18,   4.600,   9.600,   0.202,   0.000,   0.202,   7.098
2002-01-19,   4.600,   1.700,   0.057,   0.000,   0.057,   3.772
2002-01-20,   6.000,   4.100,   0.101,   0.000,   0.101,   3.867
2002-01-21,   6.900,   7.600,   0.124,   0.000,   0.124,   6.093
2002-01-22,   6.300,   1.700,   0.051,   0.000,   0.051,   3.381
2002-01-23,   6.100,   2.100,   0.101,   0.000,   0.101,   2.497
2002-01-24,   5.600,  18.500,   0.050,   0.000,   0.050,  12.292
2002-01-25,   0.900,  10.800,   0.194,   0.000,   0.194,  11.429
2002-01-26,   5.300,  21.900,   0.138,   0.000,   0.138,  17.763
2002-01-27,   4.500,  14.300,   0.172,   0.000,   0.172,  15.627
2002-01-28,   7.300,   5.500,   0.282,   0.000,   0.282,   9.205
2002-01-29,   5.400,   1.600,   0.217,   0.000,   0.217,   4.282
2002-01-30,   6.400,   1.200,   0.162,   0.000,   0.162,   2.202
2002-01-31,   6.500,  13.400,   0.225,   0.000,   0.225,   8.935
2002-02-01,   7.200,  11.200,   0.260,   0.000,   0.260,  10.280
2002-02-02,   9.300,  11.000,   0.343,   0.000,   0.343,  10.546
2002-02-03,   8.600,   0.100,   0.347,   0.000,   0.347,   3.966
2002-02-04,   6.500,   1.600,   0.276,   0.000,   0.276,   2.169
2002-02-05,   7.500,  10.700,   0.116,   0.000,   0.116,   7.295
2002-02-06,   6.200,   1.500,   0.162,   0.000,   0.162,   3.717
2002-02-07,   5.300,   2.500,   0.226,   0.000,   0.226,   2.785
2002-02-08,   6.600,   9.400,   0.450,   0.000,   0.450,   6.601
2002-02-09,   7.300,   8.400,   0.167,   0.000,   0.167,   7.617
2002-02-10,   5.800,   2.500,   0.439,   0.000,   0.439,   4.258
2002-02-11,   7.100,   6.800,   0.125,   0.000,   0.125,   5.641
2002-02-12,   6.200,   7.800,   0.212,   0.000,   0.212,   6.875
2002-02-13,   3.100,   2.400,   0.585,   0.000,   0.585,   3.843
2002-02-14,   0.900,   0.000,   0.590,   0.000,   0.590,   1.359
2002-02-15,   3.300,   0.000,   0.258,   0.000,   0.258,   0.485
2002-02-16,   4.100,   0.700,   0.302,   0.000,   0.302,   0.175
2002-02-17,   4.900,   0.000,   0.242,   0.000,   0.242,   0.064
2002-02-18,   4.400,   1.900,   0.449,   0.000,   0.449,   0.537
2002-02-19,   0.700,  18.300,   0.494,   0.000,   0.494,  11.177
2002-02-20,  -0.800,   6.500,   0.269,   0.000,   0.269,   4.464
2002-02-21,  -1.400,  10.000,   0.626,   0.000,   0.626,   1.613
2002-02-22,   2.800,  16.700,   0.326,   0.000,   0.326,  14.216
2002-02-23,   2.500,  12.800,   0.385,   0.000,   0.385,  16.616
2002-02-24,   1.000,   1.800,   0.585,   0.000,   0.585,   8.766
2002-02-25,   0.600,   3.700,   0.701,   0.000,   0.701,   6.072
2002-02-26,   4.100,   6.600,   0.151,   0.000,   0.151,   6.354
2002-02-27,   3.600,  17.300,   0.297,   0.000,   0.297,  12.942
2002-02-28,   3.500,   4.100,   0.491,   0.000,   0.491,   7.334
2002-03-01,   0.800,   1.000,   0.749,   0.000,   0.749,   2.931
2002-03-02,   0.900,   1.000,   0.354,   0.000,   0.354,   1.392
2002-03-03,   1.800,   4.600,   0.193,   0.000,   0.193,   3.199
2002-03-04,   5.900,   5.300,   0.551,   0.000,   0.551,   4.242
2002-03-05,   5.400,   0.000,   0.966,   0.000,   0.966,   1.499
2002-03-06,   6.200,   6.100,   0.182,   0.000,   0.182,   3.668
2002-03-07,   5.000,   5.800,   0.730,   0.000,   0.730,   4.656
2002-03-08,   5.200,   2.100,   0.490,   0.000,   0.490,   2.757
2002-03-09,   5.600,   6.100,   0.913,   0.000,   0.913,   4.289
2002-03-10,   4.100,   0.800,   0.633,   0.000,   0.633,   1.733
2002-03-11,   6.700,  10.200,   0.585,   0.000,   0.585,   6.535
2002-03-12,   6.000,   0.000,   1.166,   0.000,   1.166,   2.311
2002-03-13,   3.700,   0.000,   0.681,   0.000,   0.681,   0.825
2002-03-14,   1.700,   0.000,   0.635,   0.000,   0.635,   0.297
2002-03-15,   2.200,   0.000,   1.142,   0.000,   1.142,   0.108
2002-03-16,   3.500,   0.000,   0.389,   0.000,   0.389,   0.040
2002-03-17,   3.400,   0.000,   0.333,   0.000,   0.333,   0.015
2002-03-18,   7.500,   2.100,   0.453,   0.000,   0.453,   0.005
2002-03-19,   6.100,   9.700,   0.484,   0.000,   0.484,   4.266
2002-03-20,   4.700,   0.800,   1.369,   0.000,   1.369,   1.543
2002-03-21,   3.700,   0.000,   1.250,   0.000,   1.250,   0.552
2002-03-22,   3.900,   0.000,   1.127,   0.000,   1.127,   0.200
2002-03-23,   2.600,   0.000,   0.862,   0.000,   0.862,   0.073
2002-03-24,   1.600,   0.000,   1.352,   0.000,   1.352,   0.027
2002-03-25,   1.100,   0.000,   1.140,   0.000,   1.140,   0.010
2002-03-26,   2.400,   0.000,   0.384,   0.000,   0.384,   0.004
2002-03-27,   4.600,   0.800,   1.086,   0.000,   1.086,   0.001
2002-03-28,   4.600,   0.000,   1.451,   0.000,   1.451,   0.001
2002-03-29,   5.800,   0.000,   1.548,   0.000,   1.548,   0.000
2002-03-30,   6.200,   0.000,   1.344,   0.000,   1.344,   0.000
2002-03-31,   7.500,   0.000,   1.263,   0.000,   0.964,   0.000
2002-04-01,   8.300,   0.000,   0.776,   0.000,   0.776,   0.000
2002-04-02,  11.800,   0.000,   1.399,   0.000,   0.802,   0.000
2002-04-03,   9.500,   0.000,   1.669,   0.000,   0.663,   0.000
2002-04-04,   6.100,   0.000,   1.860,   0.000,   0.746,   0.000
2002-04-05,   4.200,   0.000,   1.072,   0.000,   0.433,   0.000
2002-04-06,   4.200,   0.000,   1.774,   0.000,   0.721,   0.000
2002-04-07,   6.300,   0.000,   1.356,   0.000,   0.558,   0.000
2002-04-08,   5.300,   0.000,   1.665,   0.000,   0.691,   0.000
2002-04-09,   4.200,   0.000,   1.329,   0.000,   0.556,   0.000
2002-04-10,   6.000,   0.000,   1.942,   0.000,   0.821,   0.000
2002-04-11,   7.100,   0.000,   1.536,   0.000,   0.659,   0.000
2002-04-12,   7.500,   0.900,   1.452,   0.000,   0.631,   0.000
2002-04-13,   6.400,   0.000,   0.793,   0.000,   0.532,   0.000
2002-04-14,   8.400,   0.800,   0.555,   0.000,   0.555,   0.000
2002-04-15,   7.800,   0.100,   0.755,   0.000,   0.344,   0.000
2002-04-16,   7.400,   0.000,   1.584,   0.000,   0.733,   0.000
2002-04-17,   5.200,   0.100,   0.427,   0.000,   0.200,   0.000
2002-04-18,   6.500,   0.000,   0.499,   0.000,   0.237,   0.000
2002-04-19,   6.600,   0.000,   0.780,   0.000,   0.376,   0.000
2002-04-20,   7.300,   0.000,   1.961,   0.000,   0.961,   0.000
2002-04-21,   8.700,   0.000,   2.349,   0.000,   1.175,   0.000
2002-04-22,  10.600,   0.000,   1.553,   0.000,   0.796,   0.000
2002-04-23,  10.400,   0.100,   1.762,   0.000,   0.926,   0.000
2002-04-24,  10.600,   1.700,   1.980,   0.000,   1.686,   0.000
2002-04-25,   8.900,   0.000,   1.100,   0.000,   0.766,   0.000
2002-04-26,   8.000,   0.000,   0.836,   0.000,   0.466,   0.000
2002-04-27,   6.500,   9.600,   1.789,   0.000,   1.789,   0.000
2002-04-28,   6.200,   1.000,   0.847,   0.000,   0.847,   0.000
2002-04-29,   7.800,   6.400,   1.778,   0.000,   1.778,   0.196
2002-04-30,   8.500,   5.400,   1.503,   0.000,   1.503,   0.950
2002-05-01,   9.600,  23.400,   1.490,   0.000,   1.490,   6.938
2002-05-02,  10.000,   8.000,   2.273,   0.000,   2.273,   6.406
2002-05-03,   9.800,   1.800,   1.444,   0.000,   1.444,   2.601
2002-05-04,   9.800,   0.000,   1.753,   0.000,   1.753,   0.742
2002-05-05,  10.100,   0.000,   0.660,   0.000,   0.660,   0.224
2002-05-06,  12.400,   0.500,   2.856,   0.000,   2.856,   0.070
2002-05-07,  12.400,   0.000,   2.625,   0.000,   2.625,   0.023
2002-05-08,  13.300,   0.000,   3.610,   0.000,   3.610,   0.007
2002-05-09,  16.700,   0.000,   4.084,   0.000,   4.084,   0.002
2002-05-10,  16.200,   0.000,   4.148,   0.000,   3.416,   0.001
2002-05-11,  16.600,   0.000,   3.813,   0.000,   3.149,   0.000
2002-05-12,  10.900,   0.000,   1.354,   0.000,   1.121,   0.000
2002-05-13,  11.400,   0.000,   3.785,   0.000,   3.139,   0.000
2002-05-14,  12.100,   0.000,   1.667,   0.000,   1.386,   0.000
2002-05-15,  11.600,   0.000,   3.138,   0.000,   2.345,   0.000
2002-05-16,  11.700,   0.100,   1.242,   0.000,   1.015,   0.000
2002-05-17,  12.000,   1.200,   3.747,   0.000,   2.669,   0.000
2002-05-18,  14.200,   0.000,   4.408,   0.000,   2.688,   0.000
2002-05-19,  12.500,   3.700,   1.366,   0.000,   1.366,   0.000
2002-05-20,  14.700,   0.200,   2.831,   0.000,   2.380,   0.000
2002-05-21,  16.000,   0.000,   3.972,   0.000,   2.287,   0.000
2002-05-22,  17.900,   0.000,   3.930,   0.000,   1.670,   0.000
2002-05-23,  14.500,   5.500,   1.446,   0.000,   1.446,   0.000
2002-05-24,  13.300,   3.100,   3.436,   0.000,   3.436,   0.000
2002-05-25,  12.400,   4.000,   2.727,   0.000,   2.727,   0.000
2002-05-26,  12.900,   0.600,   3.345,   0.000,   2.691,   0.000
2002-05-27,  13.900,   0.000,   3.978,   0.000,   2.593,   0.000
2002-05-28,  15.000,   0.000,   2.838,   0.000,   1.696,   0.000
2002-05-29,  14.100,   1.900,   3.313,   0.000,   2.574,   0.000
2002-05-30,  12.700,   2.800,   3.536,   0.000,   2.866,   0.000
2002-05-31,  11.800,   0.700,   2.897,   0.000,   1.914,   0.000
