      date,       T,       P,      Ep,       I,      Ea,    Dsum
1979-12-15,   6.000,   0.000,   0.151,   0.000,   0.151,   0.000
1979-12-16,   5.400,   0.000,   0.088,   0.000,   0.088,   0.000
1979-12-17,   3.500,  17.125,   0.047,   0.000,   0.047,   9.750
1979-12-18,   5.400,   2.329,   0.148,   0.000,   0.148,   5.259
1979-12-19,   5.600,  13.426,   0.040,   0.000,   0.040,  10.173
1979-12-20,   3.800,   9.727,   0.094,   0.000,   0.094,   9.925
1979-12-21,   2.400,   0.685,   0.125,   0.000,   0.125,   4.163
1979-12-22,   2.100,  19.043,   0.052,   0.000,   0.052,  13.186
1979-12-23,   6.400,  19.728,   0.031,   0.000,   0.031,  17.328
1979-12-24,   4.300,   0.000,   0.190,   0.000,   0.190,   6.675
1979-12-25,   2.300,  13.289,   0.159,   0.000,   0.159,  10.439
1979-12-26,   6.600,   2.329,   0.092,   0.000,   0.092,   5.440
1979-12-27,   2.100,   0.411,   0.185,   0.000,   0.185,   2.171
1979-12-28,   4.800,   1.370,   0.048,   0.000,   0.048,   1.576
1979-12-29,   6.100,   0.000,   0.111,   0.000,   0.111,   0.568
1979-12-30,   4.600,   0.000,   0.154,   0.000,   0.154,   0.204
1979-12-31,   2.600,   2.466,   0.062,   0.000,   0.062,   1.424
1980-01-01,   6.600,   4.935,   0.041,   0.000,   0.041,   3.575
1980-01-02,   7.900,   4.371,   0.042,   0.000,   0.042,   4.072
1980-01-03,   8.200,  22.278,   0.075,   0.000,   0.075,  15.241
1980-01-04,   5.000,   6.063,   0.175,   0.000,   0.175,   9.673
1980-01-05,   1.900,   0.282,   0.149,   0.000,   0.149,   3.710
1980-01-06,   2.100,   0.705,   0.052,   0.000,   0.052,   1.720
1980-01-07,   6.600,   0.282,   0.103,   0.000,   0.103,   0.751
1980-01-08,   6.200,  18.612,   0.040,   0.000,   0.040,  11.693
1980-01-09,   3.100,   0.000,   0.228,   0.000,   0.228,   4.602
1980-01-10,  -0.800,   0.000,   0.277,   0.000,   0.277,   1.626
1980-01-11,   4.100,   0.000,   0.076,   0.000,   0.076,   0.580
1980-01-12,   3.700,   0.000,   0.252,   0.000,   0.252,   0.209
1980-01-13,   2.400,   0.564,   0.125,   0.000,   0.125,   0.076
1980-01-14,   6.800,   0.000,   0.113,   0.000,   0.113,   0.028
1980-01-15,   6.600,   0.141,   0.266,   0.000,   0.266,   0.010
1980-01-16,   6.200,   2.397,   0.081,   0.000,   0.081,   1.143
1980-01-17,   3.800,   0.564,   0.197,   0.000,   0.197,   0.702
1980-01-18,   6.500,  22.842,   0.071,   0.000,   0.071,  14.254
1980-01-19,   5.000,   1.974,   0.068,   0.000,   0.068,   6.863
1980-01-20,  -0.500,   0.000,   0.248,   0.000,   0.248,   2.454
1980-01-21,  -3.900,   0.000,   0.257,   0.000,   0.257,   0.873
1980-01-22,  -5.300,   0.000,   0.248,   0.000,   0.248,   0.313
1980-01-23,  -4.400,   0.000,   0.245,   0.000,   0.245,   0.114
1980-01-24,  -3.500,   0.000,   0.120,   0.000,   0.120,   0.042
1980-01-25,  -0.200,   4.653,   0.057,   0.000,   0.057,   0.015
1980-01-26,   2.300,   0.141,   0.311,   0.000,   0.311,   2.100
1980-01-27,   3.200,   0.423,   0.267,   0.000,   0.267,   0.980
1980-01-28,   4.500,   0.141,   0.211,   0.000,   0.211,   0.347
1980-01-29,   4.400,   0.000,   0.334,   0.000,   0.334,   0.124
1980-01-30,   1.600,   0.564,   0.121,   0.000,   0.121,   0.093
1980-01-31,   4.000,   0.141,   0.085,   0.000,   0.085,   0.061
1980-02-01,   3.600,   0.142,   0.083,   0.000,   0.083,   0.052
1980-02-02,   5.000,  15.336,   0.098,   0.000,   0.098,   9.373
1980-02-03,   4.100,   1.988,   0.302,   0.000,   0.302,   4.820
1980-02-04,   3.100,   0.426,   0.402,   0.000,   0.402,   1.814
1980-02-05,   4.700,   1.846,   0.318,   0.000,   0.318,   1.577
1980-02-06,   6.400,   1.704,   0.153,   0.000,   0.153,   1.530
1980-02-07,   5.900,   0.142,   0.200,   0.000,   0.200,   0.566
1980-02-08,   5.200,   0.000,   0.118,   0.000,   0.118,   0.202
1980-02-09,   4.000,   4.260,   0.481,   0.000,   0.481,   2.369
1980-02-10,   4.500,  10.366,   0.259,   0.000,   0.259,   7.127
1980-02-11,   3.300,   0.284,   0.460,   0.000,   0.460,   2.759
1980-02-12,   3.600,  13.206,   0.130,   0.000,   0.130,   8.964
1980-02-13,   6.500,   1.136,   0.459,   0.000,   0.459,   4.015
1980-02-14,   5.100,   2.272,   0.254,   0.000,   0.254,   2.675
1980-02-15,   5.300,   6.816,   0.118,   0.000,   0.118,   5.107
1980-02-16,  -0.500,   3.834,   0.288,   0.000,   0.288,   2.003
1980-02-17,  -2.900,   0.000,   0.537,   0.000,   0.537,   0.724
1980-02-18,  -1.200,   0.000,   0.203,   0.000,   0.203,   0.259
1980-02-19,   1.900,   0.000,   0.569,   0.000,   0.569,   1.448
1980-02-20,   3.100,   0.142,   0.420,   0.000,   0.420,   0.517
1980-02-21,   4.900,   0.142,   0.398,   0.000,   0.398,   0.186
1980-02-22,   4.600,   9.940,   0.172,   0.000,   0.172,   5.835
1980-02-23,   6.600,   0.000,   0.706,   0.000,   0.706,   2.132
1980-02-24,   4.300,   0.852,   0.162,   0.000,   0.162,   0.950
1980-02-25,   5.700,   0.000,   0.279,   0.000,   0.279,   0.337
1980-02-26,   4.600,   0.142,   0.279,   0.000,   0.279,   0.121
1980-02-27,   5.900,   0.000,   0.300,   0.000,   0.300,   0.044
1980-02-28,   4.900,   3.976,   0.155,   0.000,   0.155,   1.935
1980-02-29,   3.300,   0.284,   0.386,   0.000,   0.386,   0.756
1980-03-01,   6.400,   2.565,   0.803,   0.000,   0.803,   1.418
1980-03-02,   5.700,  22.815,   0.219,   0.000,   0.219,  14.362
1980-03-03,   6.200,   1.890,   0.303,   0.000,   0.303,   6.713
1980-03-04,   5.800,   2.295,   0.499,   0.000,   0.499,   3.601
1980-03-05,   5.000,   0.000,   0.272,   0.000,   0.272,   1.277
1980-03-06,   6.600,   0.945,   0.204,   0.000,   0.204,   0.755
1980-03-07,   5.000,   0.000,   0.458,   0.000,   0.458,   0.272
1980-03-08,   4.800,   0.000,   0.764,   0.000,   0.764,   0.099
1980-03-09,   4.700,   0.135,   0.511,   0.000,   0.511,   0.036
1980-03-10,   5.500,  13.500,   0.683,   0.000,   0.683,   7.006
1980-03-11,   3.700,  13.230,   0.746,   0.000,   0.746,  10.493
1980-03-12,   4.500,  20.115,   0.230,   0.000,   0.230,  16.240
1980-03-13,   1.400,   4.185,   0.567,   0.000,   0.567,   8.616
1980-03-14,  -0.600,  11.745,   0.741,   0.000,   0.741,   3.196
1980-03-15,  -0.100,   3.510,   0.894,   0.000,   0.894,   1.147
1980-03-16,   2.100,   1.350,   1.059,   0.000,   1.059,   3.732
1980-03-17,   5.800,   0.000,   0.868,   0.000,   0.868,   6.083
1980-03-18,   5.900,   4.995,   0.310,   0.000,   0.310,   5.311
1980-03-19,   6.600,  15.795,   0.839,   0.000,   0.839,  11.324
1980-03-20,   6.800,   0.810,   0.227,   0.000,   0.227,   4.705
1980-03-21,   6.700,   2.835,   0.256,   0.000,   0.256,   3.299
1980-03-22,   5.300,  10.665,   0.756,   0.000,   0.756,   7.428
1980-03-23,   3.500,   1.350,   0.426,   0.000,   0.426,   3.435
1980-03-24,   3.600,   0.000,   0.362,   0.000,   0.362,   1.218
1980-03-25,   2.300,   2.835,   0.862,   0.000,   0.862,   1.540
1980-03-26,   3.500,   1.215,   0.223,   0.000,   0.223,   1.103
1980-03-27,   3.900,  11.205,   0.826,   0.000,   0.826,   6.904
1980-03-28,   2.000,   0.000,   0.967,   0.000,   0.967,   2.438
1980-03-29,   1.900,   0.000,   1.384,   0.000,   1.384,   0.869
1980-03-30,   1.600,   0.000,   1.221,   0.000,   1.221,   0.309
1980-03-31,   3.700,   0.000,   1.260,   0.000,   1.260,   0.110
1980-04-01,   4.500,   3.348,   0.623,   0.000,   0.623,   0.040
1980-04-02,   2.700,  20.956,   0.379,   0.000,   0.379,  11.671
1980-04-03,   2.800,   0.496,   0.544,   0.000,   0.544,   4.679
1980-04-04,   2.100,   2.232,   0.912,   0.000,   0.912,   2.528
1980-04-05,   3.300,   0.496,   0.970,   0.000,   0.970,   0.839
1980-04-06,   4.900,   0.124,   0.770,   0.000,   0.770,   0.284
1980-04-07,   6.700,   0.000,   1.043,   0.000,   1.043,   0.098
1980-04-08,   6.900,   0.000,   1.603,   0.000,   1.603,   0.034
1980-04-09,   5.700,   0.000,   1.749,   0.000,   1.749,   0.012
1980-04-10,   7.200,   0.000,   1.286,   0.000,   1.286,   0.005
1980-04-11,   8.500,   0.000,   1.634,   0.000,   1.634,   0.002
1980-04-12,   8.400,   1.364,   1.371,   0.000,   1.371,   0.001
1980-04-13,   5.900,   5.208,   1.256,   0.000,   1.256,   0.000
1980-04-14,   4.900,  11.160,   1.357,   0.000,   1.357,   3.388
1980-04-15,   3.400,  28.024,   0.321,   0.000,   0.321,  18.544
1980-04-16,   1.200,   1.736,   1.440,   0.000,   1.440,   7.684
1980-04-17,   3.700,   2.604,   1.689,   0.000,   1.689,   3.161
1980-04-18,   5.800,   5.580,   0.564,   0.000,   0.564,   4.103
1980-04-19,   6.300,   0.000,   1.751,   0.000,   1.751,   1.174
1980-04-20,   5.300,   0.000,   2.227,   0.000,   2.227,   0.365
1980-04-21,   4.900,   0.000,   1.212,   0.000,   1.212,   0.123
1980-04-22,   5.900,   0.496,   0.767,   0.000,   0.767,   0.044
1980-04-23,   4.900,   0.744,   0.513,   0.000,   0.513,   0.017
1980-04-24,   7.000,   6.076,   0.647,   0.000,   0.647,   0.591
1980-04-25,   9.100,   4.464,   1.115,   0.000,   1.115,   2.338
1980-04-26,   8.100,   9.548,   0.932,   0.000,   0.932,   6.288
1980-04-27,   8.900,   1.488,   1.697,   0.000,   1.697,   2.366
1980-04-28,   8.000,  15.128,   0.712,   0.000,   0.712,   9.691
1980-04-29,   7.100,   0.000,   1.229,   0.000,   1.229,   3.355
1980-04-30,   8.700,  17.608,   1.889,   0.000,   1.889,  10.737
1980-05-01,   8.100,  18.419,   0.438,   0.000,   0.438,  15.249
1980-05-02,   7.800,   2.373,   1.760,   0.000,   1.760,   6.442
1980-05-03,   7.000,   0.000,   1.482,   0.000,   1.482,   1.732
1980-05-04,   7.700,   0.000,   1.361,   0.000,   1.361,   0.517
1980-05-05,   9.800,   0.000,   1.954,   0.000,   1.954,   0.168
1980-05-06,   8.100,   0.904,   0.911,   0.000,   0.911,   0.057
1980-05-07,   9.700,   4.520,   0.823,   0.000,   0.823,   0.114
1980-05-08,   7.400,   4.746,   2.037,   0.000,   2.037,   1.380
1980-05-09,   5.900,   1.582,   2.248,   0.000,   2.248,   0.401
1980-05-10,   5.600,   0.791,   2.175,   0.000,   2.175,   0.119
1980-05-11,   6.400,   0.113,   2.831,   0.000,   2.831,   0.036
1980-05-12,   7.900,  17.854,   0.616,   0.000,   0.616,   7.686
1980-05-13,  11.100,   0.000,   1.937,   0.000,   1.937,   2.277
1980-05-14,  14.300,   0.000,   3.966,   0.000,   3.966,   0.574
1980-05-15,  16.800,   0.000,   3.978,   0.000,   3.978,   0.151
1980-05-16,   9.800,   0.000,   2.664,   0.000,   2.664,   0.041
1980-05-17,  12.400,   0.000,   3.952,   0.000,   3.258,   0.011
1980-05-18,  14.900,   0.000,   4.126,   0.000,   3.411,   0.003
1980-05-19,  16.900,   0.000,   4.341,   0.000,   3.600,   0.001
1980-05-20,  17.000,   0.000,   4.310,   0.000,   3.586,   0.000
1980-05-21,  19.600,   0.000,   4.500,   0.000,   3.377,   0.000
1980-05-22,  19.500,   0.000,   4.035,   0.000,   3.016,   0.000
1980-05-23,  19.000,   0.000,   4.670,   0.000,   2.989,   0.000
1980-05-24,  17.700,   0.000,   4.591,   0.000,   2.376,   0.000
1980-05-25,  17.200,   0.000,   4.628,   0.000,   2.001,   0.000
1980-05-26,  16.100,   0.000,   4.560,   0.000,   1.690,   0.000
1980-05-27,  16.800,   0.000,   4.573,   0.000,   1.497,   0.000
1980-05-28,  17.100,   0.000,   4.617,   0.000,   1.367,   0.000
1980-05-29,  18.200,   0.000,   4.681,   0.000,   1.283,   0.000
1980-05-30,  18.300,   0.000,   4.588,   0.000,   1.188,   0.000
1980-05-31,  19.000,   0.000,   4.866,   0.000,   1.226,   0.000
1980-06-01,  18.400,   0.000,   4.783,   0.000,   1.199,   0.000
1980-06-02,  19.700,   0.000,   3.534,   0.000,   0.875,   0.000
1980-06-03,  19.000,   0.111,   3.747,   0.000,   0.988,   0.000
1980-06-04,  19.200,   0.000,   4.316,   0.000,   1.039,   0.000
1980-06-05,  20.000,   0.000,   5.101,   0.000,   1.181,   0.000
1980-06-06,  18.900,   0.000,   4.002,   0.000,   0.877,   0.000
1980-06-07,  18.400,   0.000,   4.827,   0.000,   1.012,   0.000
1980-06-08,  19.700,   0.000,   5.190,   0.000,   1.022,   0.000
1980-06-09,  18.800,   0.000,   5.321,   0.000,   0.971,   0.000
1980-06-10,  15.900,   0.000,   5.124,   0.000,   0.856,   0.000
1980-06-11,  17.900,   0.000,   5.319,   0.000,   0.814,   0.000
1980-06-12,  17.700,   1.554,   4.759,   0.000,   1.807,   0.000
1980-06-13,  16.800,   0.000,   5.096,   0.000,   0.697,   0.000
1980-06-14,  15.800,   1.332,   1.735,   0.000,   1.433,   0.000
1980-06-15,  18.100,   0.000,   4.105,   0.000,   0.509,   0.000
1980-06-16,  14.600,   0.000,   4.381,   0.000,   0.496,   0.000
1980-06-17,  13.200,   0.000,   4.960,   0.000,   0.505,   0.000
1980-06-18,  13.400,   0.000,   3.347,   0.000,   0.303,   0.000
1980-06-19,  15.700,   0.000,   4.762,   0.000,   0.394,   0.000
1980-06-20,  15.000,   0.000,   5.257,   0.000,   0.308,   0.000
1980-06-21,  13.600,   0.000,   3.198,   0.000,   0.166,   0.000
1980-06-22,  12.300,   0.444,   2.322,   0.000,   0.544,   0.000
1980-06-23,  12.800,   0.000,   5.201,   0.000,   0.238,   0.000
1980-06-24,  14.000,   0.000,   4.905,   0.000,   0.200,   0.000
1980-06-25,  16.400,   0.000,   4.346,   0.000,   0.161,   0.000
1980-06-26,  17.700,   0.000,   5.550,   0.000,   0.187,   0.000
1980-06-27,  16.600,   0.000,   5.492,   0.000,   0.168,   0.000
1980-06-28,  16.500,   0.000,   4.781,   0.000,   0.134,   0.000
1980-06-29,  19.800,   0.000,   4.587,   0.000,   0.120,   0.000
1980-06-30,  22.000,   0.000,   4.927,   0.000,   0.121,   0.000
1980-07-01,  18.000,   2.860,   2.000,   0.000,   2.000,   0.000
1980-07-02,  14.900,   0.000,   5.265,   0.000,   0.873,   0.000
1980-07-03,  13.900,   0.000,   4.930,   0.000,   0.123,   0.000
1980-07-04,  17.300,   0.000,   2.901,   0.000,   0.108,   0.000
1980-07-05,  18.500,   0.000,   4.340,   0.000,   0.095,   0.000
1980-07-06,  16.500,   0.000,   5.014,   0.000,   0.110,   0.000
1980-07-07,  15.100,   0.000,   5.438,   0.000,   0.120,   0.000
1980-07-08,  15.000,   0.110,   4.937,   0.000,   0.219,   0.000
1980-07-09,  16.200,   0.000,   2.763,   0.000,   0.061,   0.000
1980-07-10,  16.400,   0.000,   3.122,   0.000,   0.069,   0.000
1980-07-11,  15.800,   0.000,   4.063,   0.000,   0.089,   0.000
1980-07-12,  16.000,   2.640,   2.637,   0.000,   2.286,   0.000
1980-07-13,  15.600,  10.780,   2.862,   0.000,   2.862,   0.000
1980-07-14,  14.700,   0.770,   3.757,   0.000,   3.757,   0.000
1980-07-15,  13.300,   0.110,   2.505,   0.000,   1.854,   0.000
1980-07-16,  15.500,   0.000,   4.135,   0.000,   1.019,   0.000
1980-07-17,  17.200,   0.880,   1.795,   0.000,   1.202,   0.000
1980-07-18,  16.500,   1.100,   2.688,   0.000,   1.571,   0.000
1980-07-19,  17.400,   0.220,   2.410,   0.000,   0.722,   0.000
1980-07-20,  19.200,   0.440,   3.290,   0.000,   1.053,   0.000
1980-07-21,  20.600,   0.000,   3.779,   0.000,   0.676,   0.000
1980-07-22,  17.500,   0.000,   3.595,   0.000,   0.633,   0.000
1980-07-23,  16.400,   0.000,   4.175,   0.000,   0.744,   0.000
1980-07-24,  19.000,   0.330,   2.701,   0.000,   0.824,   0.000
1980-07-25,  21.000,   0.000,   3.869,   0.000,   0.416,   0.000
1980-07-26,  17.700,   1.430,   2.508,   0.000,   1.699,   0.000
1980-07-27,  14.400,  10.340,   2.162,   0.000,   2.162,   0.000
1980-07-28,  14.300,   0.440,   2.975,   0.000,   2.874,   0.000
1980-07-29,  15.700,   0.000,   2.149,   0.000,   1.264,   0.000
1980-07-30,  16.300,   0.000,   2.479,   0.000,   0.874,   0.000
1980-07-31,  14.800,   0.000,   3.414,   0.000,   1.073,   0.000
1980-08-01,  16.200,   0.000,   3.313,   0.000,   0.900,   0.000
1980-08-02,  17.800,   0.000,   2.243,   0.000,   0.554,   0.000
1980-08-03,  16.500,   5.610,   1.657,   0.000,   1.657,   0.000
1980-08-04,  15.700,   3.080,   2.673,   0.000,   2.567,   0.000
1980-08-05,  16.000,   5.830,   1.022,   0.000,   1.022,   0.000
1980-08-06,  17.100,   0.990,   2.447,   0.000,   2.373,   0.000
1980-08-07,  14.700,   0.000,   2.929,   0.000,   2.402,   0.000
1980-08-08,  15.700,   0.000,   3.179,   0.000,   0.988,   0.000
1980-08-09,  20.900,   0.000,   2.932,   0.000,   0.867,   0.000
1980-08-10,  18.600,   1.430,   2.085,   0.000,   1.652,   0.000
1980-08-11,  15.900,   5.170,   2.109,   0.000,   2.078,   0.000
1980-08-12,  15.100,  20.240,   1.577,   0.000,   1.577,   5.000
1980-08-13,  13.600,  18.040,   1.598,   0.000,   1.598,   5.000
1980-08-14,  13.900,   3.300,   1.750,   0.000,   1.750,   0.000
1980-08-15,  14.200,   0.000,   1.927,   0.000,   1.531,   0.000
1980-08-16,  15.200,  19.690,   1.137,   0.000,   1.137,   3.333
1980-08-17,  15.100,   0.550,   2.322,   0.000,   2.289,   0.000
1980-08-18,  14.200,   0.000,   1.967,   0.000,   1.872,   0.000
1980-08-19,  13.600,   0.000,   2.493,   0.000,   2.364,   0.000
1980-08-20,  15.100,  39.270,   2.140,   0.000,   2.130,   9.020
1980-08-21,  13.700,  11.660,   0.545,   0.000,   0.545,   9.240
1980-08-22,  14.700,   4.400,   1.224,   0.000,   1.224,   5.963
1980-08-23,  13.800,   4.290,   1.436,   0.000,   1.436,   3.985
1980-08-24,  12.500,   0.440,   0.989,   0.000,   0.989,   1.191
1980-08-25,  12.900,   8.580,   0.856,   0.000,   0.856,   5.036
1980-08-26,  14.100,  10.120,   1.759,   0.000,   1.744,   7.350
1980-08-27,  15.200,  27.500,   0.978,   0.000,   0.978,  19.359
1980-08-28,  17.100,   0.440,   1.245,   0.000,   1.245,   7.216
1980-08-29,  13.500,   5.500,   0.451,   0.000,   0.451,   5.208
1980-08-30,  13.500,  16.500,   1.502,   0.000,   1.486,  11.512
1980-08-31,  13.600,   0.550,   1.484,   0.000,   1.464,   4.041
1980-09-01,  12.000,   3.996,   1.236,   0.000,   1.236,   2.888
1980-09-02,  12.900,  28.971,   0.826,   0.000,   0.826,  18.602
1980-09-03,  13.400,   2.997,   1.135,   0.000,   1.135,   8.613
1980-09-04,  11.500,   6.438,   1.541,   0.000,   1.509,   6.044
1980-09-05,  10.800,   3.219,   1.412,   0.000,   1.397,   3.326
1980-09-06,  11.200,   0.000,   1.744,   0.000,   1.519,   0.918
1980-09-07,  11.900,   2.664,   0.507,   0.000,   0.507,   0.814
1980-09-08,  10.700,   4.107,   1.219,   0.000,   1.219,   2.237
1980-09-09,  12.400,   0.111,   0.897,   0.000,   0.828,   0.665
1980-09-10,  14.600,   0.222,   1.054,   0.000,   0.992,   0.193
1980-09-11,  15.300,   6.216,   1.793,   0.000,   1.728,   2.169
1980-09-12,  12.800,   0.000,   1.648,   0.000,   1.435,   0.601
1980-09-13,  11.700,   4.107,   0.872,   0.000,   0.872,   1.491
1980-09-14,  11.300,   1.887,   0.692,   0.000,   0.692,   1.282
1980-09-15,  12.300,  10.101,   0.803,   0.000,   0.803,   6.329
1980-09-16,  12.800,   0.111,   0.836,   0.000,   0.828,   2.269
1980-09-17,  11.700,   0.111,   1.536,   0.000,   1.375,   0.619
1980-09-18,  12.900,   0.000,   1.546,   0.000,   1.346,   0.190
1980-09-19,  13.400,   0.000,   1.397,   0.000,   1.216,   0.064
1980-09-20,  13.400,   0.000,   1.563,   0.000,   1.362,   0.023
1980-09-21,  13.200,   0.000,   1.153,   0.000,   1.004,   0.009
1980-09-22,  15.100,   0.000,   1.252,   0.000,   1.090,   0.003
1980-09-23,  14.700,   0.000,   0.774,   0.000,   0.674,   0.001
1980-09-24,  13.500,   0.000,   0.957,   0.000,   0.834,   0.001
1980-09-25,  13.500,   0.000,   1.197,   0.000,   0.752,   0.000
1980-09-26,  14.900,   0.000,   1.448,   0.000,   0.909,   0.000
1980-09-27,  13.100,   0.000,   0.369,   0.000,   0.316,   0.000
1980-09-28,  13.000,   0.000,   0.906,   0.000,   0.563,   0.000
1980-09-29,  11.900,   0.000,   0.989,   0.000,   0.636,   0.000
1980-09-30,   9.900,   0.000,   1.019,   0.000,   0.666,   0.000
1980-10-01,   9.700,   0.000,   1.148,   0.000,   0.901,   0.000
1980-10-02,  10.200,   0.000,   0.931,   0.000,   0.734,   0.000
1980-10-03,  10.100,   0.000,   0.985,   0.000,   0.546,   0.000
1980-10-04,   8.700,   0.000,   0.713,   0.000,   0.399,   0.000
1980-10-05,   8.900,   0.912,   0.567,   0.000,   0.567,   0.000
1980-10-06,   8.400,   0.000,   0.743,   0.000,   0.422,   0.000
1980-10-07,   7.500,   0.000,   1.051,   0.000,   0.601,   0.000
1980-10-08,  10.200,   4.218,   0.477,   0.000,   0.477,   0.000
1980-10-09,  10.100,   0.000,   0.988,   0.000,   0.988,   0.000
1980-10-10,   7.700,   0.342,   0.874,   0.000,   0.874,   0.000
1980-10-11,   9.400,   0.000,   1.065,   0.000,   1.065,   0.000
1980-10-12,   6.400,   1.938,   0.824,   0.000,   0.824,   0.000
1980-10-13,   8.400,   7.866,   0.340,   0.000,   0.340,   0.316
1980-10-14,   8.300,  18.810,   0.329,   0.000,   0.329,   7.366
1980-10-15,   5.200,   5.130,   0.340,   0.000,   0.340,   5.782
1980-10-16,   2.400,   1.710,   0.291,   0.000,   0.291,   3.065
1980-10-17,   2.300,   1.254,   0.354,   0.000,   0.354,   1.685
1980-10-18,   4.800,   2.622,   0.377,   0.000,   0.377,   2.015
1980-10-19,   6.100,   1.710,   0.238,   0.000,   0.238,   1.648
1980-10-20,   5.000,   0.570,   0.491,   0.000,   0.491,   0.726
1980-10-21,   4.600,   1.026,   0.555,   0.000,   0.555,   0.559
1980-10-22,   1.800,   0.114,   0.459,   0.000,   0.459,   0.163
1980-10-23,   1.600,   4.788,   0.340,   0.000,   0.340,   2.601
1980-10-24,   5.500,   1.254,   0.286,   0.000,   0.286,   1.624
1980-10-25,   4.300,   0.228,   0.621,   0.000,   0.621,   0.485
1980-10-26,   4.500,   0.000,   0.487,   0.000,   0.487,   0.143
1980-10-27,   3.600,  13.224,   0.445,   0.000,   0.445,   7.641
1980-10-28,   3.700,   8.778,   0.185,   0.000,   0.185,   8.359
1980-10-29,   3.200,   0.342,   0.306,   0.000,   0.306,   3.192
1980-10-30,   0.700,  18.012,   0.385,   0.000,   0.385,  12.119
1980-10-31,   4.300,   2.052,   0.537,   0.000,   0.537,   5.754
1980-11-01,   6.100,   7.503,   0.081,   0.000,   0.081,   6.478
1980-11-02,   7.600,  43.050,   0.053,   0.000,   0.053,  28.982
1980-11-03,   7.700,   8.364,   0.476,   0.000,   0.476,  16.419
1980-11-04,   6.400,   2.214,   0.417,   0.000,   0.417,   7.215
1980-11-05,   7.600,   0.861,   0.106,   0.000,   0.106,   3.045
1980-11-06,  10.700,   7.380,   0.206,   0.000,   0.206,   5.541
1980-11-07,   8.400,   2.583,   0.226,   0.000,   0.226,   3.627
1980-11-08,   2.200,   0.000,   0.434,   0.000,   0.434,   1.284
1980-11-09,   2.700,   2.829,   0.279,   0.000,   0.279,   1.852
1980-11-10,   6.400,   3.321,   0.366,   0.000,   0.366,   2.555
1980-11-11,   4.700,   7.503,   0.135,   0.000,   0.135,   5.489
1980-11-12,   4.900,  10.455,   0.223,   0.000,   0.223,   8.467
1980-11-13,   4.500,  12.177,   0.182,   0.000,   0.182,  10.677
1980-11-14,   2.500,   0.000,   0.348,   0.000,   0.348,   4.041
1980-11-15,   0.200,   0.000,   0.263,   0.000,   0.263,   1.432
1980-11-16,   1.600,   2.337,   0.087,   0.000,   0.087,   1.622
1980-11-17,   5.000,   3.936,   0.078,   0.000,   0.078,   3.001
1980-11-18,   5.100,   9.963,   0.166,   0.000,   0.166,   7.219
1980-11-19,   5.600,  19.926,   0.089,   0.000,   0.089,  15.035
1980-11-20,   5.300,  18.450,   0.226,   0.000,   0.226,  17.139
1980-11-21,   3.700,   2.091,   0.252,   0.000,   0.252,   7.758
1980-11-22,   1.600,   5.781,   0.226,   0.000,   0.226,   6.252
1980-11-23,   4.800,   9.102,   0.057,   0.000,   0.057,   7.920
1980-11-24,   7.100,   8.733,   0.249,   0.000,   0.249,   8.326
1980-11-25,   7.000,  15.252,   0.113,   0.000,   0.113,  12.502
1980-11-26,   5.700,   7.011,   0.219,   0.000,   0.219,   9.070
1980-11-27,   5.400,   8.487,   0.207,   0.000,   0.207,   8.528
1980-11-28,   5.100,   2.337,   0.244,   0.000,   0.244,   4.566
1980-11-29,   2.700,   0.738,   0.244,   0.000,   0.244,   2.000
1980-11-30,   5.500,   3.444,   0.040,   0.000,   0.040,   2.792
1980-12-01,   7.900,   9.864,   0.212,   0.000,   0.212,   7.056
1980-12-02,   7.700,  15.755,   0.148,   0.000,   0.148,  12.373
1980-12-03,   6.700,   8.357,   0.195,   0.000,   0.195,   9.870
1980-12-04,   3.700,   5.069,   0.159,   0.000,   0.159,   6.772
1980-12-05,   2.800,   5.069,   0.136,   0.000,   0.136,   5.588
1980-12-06,   2.800,   2.329,   0.180,   0.000,   0.180,   3.462
1980-12-07,   2.400,   0.685,   0.072,   0.000,   0.072,   1.659
1980-12-08,   3.600,   0.274,   0.093,   0.000,   0.093,   0.726
1980-12-09,   4.000,   0.000,   0.056,   0.000,   0.056,   0.260
1980-12-10,   4.200,   5.891,   0.057,   0.000,   0.057,   3.650
1980-12-11,   5.900,   4.795,   0.040,   0.000,   0.040,   4.380
1980-12-12,   3.600,   3.151,   0.158,   0.000,   0.158,   3.557
1980-12-13,   3.300,  15.755,   0.139,   0.000,   0.139,  10.961
1980-12-14,   7.500,   0.411,   0.126,   0.000,   0.126,   4.502
1980-12-15,   7.500,   0.137,   0.042,   0.000,   0.042,   1.676
1980-12-16,   5.700,   1.507,   0.050,   0.000,   0.050,   1.499
1980-12-17,   3.800,   0.274,   0.206,   0.000,   0.206,   0.643
1980-12-18,   5.500,  10.549,   0.149,   0.000,   0.149,   6.625
1980-12-19,   4.300,   0.548,   0.143,   0.000,   0.143,   2.889
1980-12-20,   0.100,   0.000,   0.172,   0.000,   0.172,   1.020
1980-12-21,  -1.700,   0.000,   0.076,   0.000,   0.076,   0.364
1980-12-22,  -1.200,   0.000,   0.078,   0.000,   0.078,   0.131
1980-12-23,  -2.000,   0.274,   0.052,   0.000,   0.052,   0.048
1980-12-24,   0.100,   0.548,   0.032,   0.000,   0.032,   0.278
1980-12-25,   0.000,   0.000,   0.057,   0.000,   0.057,   0.099
